CA Belgrano de Cordoba,Independiente Rivadavia,1.94,3.2,4.3
AD Municipal Santa Ana,AD Guanacasteca,2.17,3.35,2.95
CA River Plate (URU),CA Cerro,2.18,3.1,3.35
FC Tyumen,FK Krasnodar,9.4,4.9,1.24
FC Shinnik Yaroslavl,FK Akron Tolyatti,3.2,3.1,2.07
CSKA Moscow,FK Rubin Kazan,1.66,3.5,4.3
Chippa United FC,Supersport United,3.1,2.9,2.41
Royal AM FC,Lamontville Golden Arrows,2.3,3,3.25
Sekhukhune United,TS Galaxy FC,2.06,2.95,3.95
Sparta Prague,Atletico,5.4,4.1,1.69
SK Slovan Bratislava,Milan,14,7.6,1.23
Cp Parla Escuela,Valencia CF,45,14,1.03
Manises CF,Getafe CF,40,14,1.03
Rampla Juniors,Liverpool Montevideo,2.75,3.25,2.46
UD Almeria,Cordoba CF,1.64,4,4.7
Hibernian FC,Aberdeen FC,2.36,3.55,2.85
Wrexham AFC,Lincoln City,2.03,3.35,3.55
Burton Albion,Charlton Athletic,3.1,3.35,2.23
Norwich City,Plymouth Argyle,1.53,4.4,5.6
Watford,Bristol City,2.31,3.35,3.05
Hull City,Sheffield Wednesday,2.35,3.35,3
Sheffield,Oxford United,1.42,4.6,7.4
Burnley,Coventry City,2.12,3.4,3.4
Stoke City,Preston North End,2.17,3.4,3.25
Cambridge United,Bolton Wanderers,4.4,3.8,1.72
Wycombe Wanderers,Mansfield Town,1.7,3.9,4.5
Wigan Athletic,Northampton Town,1.72,3.6,4.8
Bristol Rovers,Blackpool FC,3.4,3.5,2.05
Barnsley FC,Reading FC,1.83,3.7,3.95
Leyton Orient London,Huddersfield Town,2.9,3.3,2.37
Exeter City,Birmingham City,5,3.75,1.66
Sporting Lisbon,Arsenal,3.1,3.7,2.36
Bayern Munich,PSG,1.62,4.8,5.2
Inter,Leipzig,1.51,4.8,6.6
Leverkusen,FC Salzburg,1.23,7.6,13
Man City,Feyenoord,1.23,7.6,13
Young Boys Bern,Atalanta,7.4,5.4,1.43
Barcelona,Brest,1.18,9,17
Sunderland AFC,West Bromwich,2.27,3.35,3.1
Montevideo Wanderers,Miramar Misiones,2.12,3.3,3.25
Fluminense FC RJ,Criciuma EC SC,1.66,3.85,5.8
Newell's Old Boys,CA Independiente Avellaneda,3.15,2.8,2.6
Fortaleza EC CE,CR Flamengo RJ,2.7,3.35,2.75
CA Progreso,CA Penarol Montevideo,8.2,4.6,1.35
Union de Santa Fe,CA Talleres de Cordoba,2.35,3.05,3.25
CA Sarmiento Junin,CA Platense,3.45,2.85,2.38
SE Palmeiras SP,Botafogo FR RJ,1.84,3.5,5
Atletico Mineiro MG,EC Juventude RS,2.4,3.4,3.1
Independiente Santa Fe,Millonarios FC,2.48,2.6,2.6
CA Fenix Montevideo,Deportivo Maldonado,1.95,3.3,3.8
FK Ural Yekaterinburg,FK Khimki,2.31,3.25,2.65
FK Sochi,FC Dynamo-Makhachkala,2.75,2.8,2.5
RFK Akhmat Grozny,FK Zenit Saint Petersburg,6,4.1,1.41
Istanbul Basaksehir,Petrocub Hincesti,1.21,7.4,18
SK Sigma Olomouc,1. FC Slovacko Uherske Hradiste,2.11,3.25,3.35
FK Rostov,FK Spartak Moscow,3.05,3.3,2.05
Cape Town City FC,Polokwane City,2.02,3.05,3.85
Kaizer Chiefs,Richards Bay FC,1.68,3.3,5.4
SK Sturm Graz,Girona FC,3.35,4,2.12
FK Crvena Zvezda Belgrade,Stuttgart,4.5,4.3,1.77
CD Castellon,Racing Club de Ferrol,1.63,3.9,5
CA Boston River,Racing Club Montevideo,2.33,3.05,3.1
Cardiff City,Queens Park Rangers,1.98,3.5,3.7
Portsmouth FC,Millwall FC,3,3.3,2.36
Leeds,Luton Town,1.46,4.3,7.2
Middlesbrough FC,Blackburn Rovers,1.49,4.3,6.4
Aston Villa,Juventus,2.38,3.45,3.2
Bologna FC,Lille,2.55,3.45,3
Celtic,Club Brugge,2.08,3.7,3.75
Liverpool,Real Madrid,2.05,3.95,3.6
Monaco,Benfica,2.23,3.8,3.25
PSV,FC Shakhtar Donetsk,1.44,5.2,7.4
GNK Dinamo Zagreb,Dortmund,4.6,4.3,1.76
Derby County,Swansea City,2.41,3.35,2.9
Cerro Largo FC,Defensor Sporting,2.9,3,2.5
Atletico San Luis,Tigres UANL,3.15,3.35,2.18
CF Monterrey,Pumas UNAM,2.02,3.35,3.6
CF America,Deportivo Toluca FC,1.99,3.65,3.45
Cruzeiro EC MG,Gremio FB Porto Alegrense RS,2.19,3.35,3.6
Danubio FC,Club Nacional de Football,6,4,1.5
Al-Fayha FC,Al-Orobah,1.82,3.1,3.35
Al-Akhdoud Club,Al-Kholood,1.8,3.2,3.3
FC Astana,Vitoria SC Guimaraes,4.4,3.8,1.9
Lokomotiv Moscow,FK Dinamo Moscow,1.88,3.6,3.25
Al-Fateh SC,Al-Riyadh SC,2.11,3.05,2.75
FK Borac Banja Luka,LASK Linz,3.7,3.45,2.18
Cercle Brugge,Heart of Midlothian FC,1.79,3.85,5
FC Dinamo Minsk,FC Copenhagen,7,4.4,1.53
1. FC Heidenheim,Chelsea FC,6.8,4.8,1.51
Molde FK,APOEL Nikosia,1.7,4,5.6
NK Celje,Jagiellonia Bialystok,2.5,3.65,2.9
Panathinaikos Athens,HJK Helsinki,1.27,6.6,12
FC Noah Yerevan,Vikingur Reykjavik,1.86,3.8,4.6
FC St. Gallen 1879,FK TSC Backa Topola,1.42,5.4,7.8
The New Saints FC,Djurgardens IF,4,3.95,1.94
Athletic Bilbao,IF Elfsborg,1.23,7.6,13
AZ Alkmaar,Galatasaray Istanbul,2.95,3.7,2.42
Anderlecht,FC Porto,3.3,3.65,2.25
Besiktas Istanbul,Maccabi Tel Aviv FC,1.57,4.7,5.8
FC Dynamo Kyiv,FC Viktoria Plzen,2.55,3.5,2.95
FK Rigas Futbola Skola,PAOK Thessaloniki,4.8,3.95,1.79
Qarabag FK,Lyon,3.65,4,2.02
Lazio,Ludogorets,1.35,5.6,9.8
FC Midtjylland,Frankfurt,3.35,3.6,2.26
SC Braga,Hoffenheim,2.13,3.85,3.45
ACF Fiorentina,Pafos FC,1.37,5.6,8.8
FC Lugano,KAA Gent,2.6,3.55,2.85
AC Omonia Nicosia,Legia Warszawa,2.6,3.55,2.85
FK Mlada Boleslav,Real Betis Seville,6.2,4.5,1.56
Olimpija Ljubljana,Larne FC,1.25,6.6,14
SK Rapid,Shamrock Rovers,1.31,6.2,11
Man Utd,Bodoe/Glimt,1.3,6.4,10
Fotbal Club FCSB,Olympiacos,3.2,3.45,2.4
Twente,Union Saint-Gilloise,2.31,3.5,3.35
Nice,Glasgow Rangers,1.91,3.75,4.4
Ferencvarosi,Malmo FF,1.89,3.75,4.4
Real Sociedad,Ajax,1.81,3.95,4.7
Tottenham,Roma,1.8,4.1,4.5
Slavia Prague,Fenerbahce,2.19,3.55,3.55
Municipal Liberia,Deportivo Saprissa San Jose,2.8,3.5,2.18
Adelaide United FC,Perth Glory FC,1.43,5.2,6
FK Spartak 1918 Varna,FC CSKA 1948,2.25,3.1,3.1
Al-Qadisiyah,Al-Khaleej Club,1.43,3.55,5.4
Al Nassr Club,Damac FC,1.18,5.2,7.6
FK Septemvri Sofia,PFC Cherno More Varna,5,3.65,1.63
FC Botosani,FC Farul Constanta,2.8,3.05,2.41
Al Ahli Saudi FC,Al-Wehda FC,1.2,5,7.4
MKS Cracovia Krakow,Zaglebie Lubin,1.72,3.75,4.1
Antalyaspor,Sivasspor,2.01,3.4,3.7
NK Varazdin,HNK Sibenik,1.64,3.35,4.7
Schalke 04,1 FC Kaiserslautern,2.11,3.65,3.2
1. FC Magdeburg,Hertha BSC,2.55,3.85,2.44
Hvidovre IF,Hobro IK,1.92,3.65,3.6
Kolding IF,AC Horsens,2.5,3.4,2.65
Broendby IF,Aalborg BK,1.41,5.2,6.4
Rapid Bucuresti 1923,FC Petrolul Ploiesti,1.81,3.25,4.2
SC Heerenveen,RKC Waalwijk,1.55,4.2,5.6
FC St. Pauli,Holstein Kiel,1.97,3.75,3.95
Reggiana 1919,Sassuolo Calcio,3.4,3.45,2.05
GKS Piast Gliwice,KKS Lech Poznan,3.4,3.05,2.12
Cagliari,Verona,2.06,3.45,3.9
Reims,Lens,2.95,3.5,2.49
Harrogate Town,Gainsborough Trinity,1.46,4.5,6.6
Dumbarton FC,Alloa Athletic FC,2.47,3.7,2.47
Brighton,Southampton,1.49,5,6.6
RCD Mallorca,Valencia,1.96,3.25,4.7
Sheffield,Sunderland AFC,2,3.65,3.5
SC Farense,Estrela Amadora,2.44,3.35,2.85
Estudiantes de La Plata,CA River Plate (ARG),3.35,3.05,2.3
Auckland FC,Newcastle United Jets FC,1.54,4.3,5.8
Nagoya Grampus,Sagan Tosu,1.67,3.85,5
Albirex Niigata,Gamba Osaka,2.47,3.3,2.85
Kashiwa Reysol,Vissel Kobe,3.4,3.15,2.22
Tokyo Verdy,Kawasaki Frontale,2.7,3.35,2.55
Avispa Fukuoka,Urawa Red Diamonds,2.85,3,2.65
Cerezo Osaka,Kashima Antlers,3.05,3.15,2.42
Machida Zelvia,Kyoto Sanga FC,1.6,4.3,4.9
Jubilo Iwata,FC Tokyo,2.5,3.35,2.75
Shonan Bellmare,Yokohama F Marinos,2.55,3.35,2.75
Melbourne City FC,Western Sydney Wanderers,1.84,3.85,3.85
Macarthur FC,Brisbane Roar FC,1.94,3.8,3.55
Lokomotive Sofia,PFK Beroe Stara Zagora,2.65,2.95,2.7
Samsunspor,BB Bodrumspor,1.69,3.65,5.2
CSKA Moscow,FK Rubin Kazan,1.59,3.9,5.8
FK Akron Tolyatti,FC Orenburg,2.31,3.65,2.8
Wealdstone FC,Wycombe Wanderers,5.8,4.8,1.47
MTK Budapest,Puskas Akademia FC Felcsut,3,3.5,2.23
SV 07 Elversberg,SC Paderborn 07,2.37,3.7,2.75
1. FC Cologne,Hannover 96,1.77,3.9,4.2
